"ID","Weightvar","age","state","region","income","ethnicity","education","party","candidate","headline_id","recall","headline_value","headline_status","fact_check_link","recall_fake_headline"
"C1439715791",0.800406735383415,24,"Florida","South","$35,000 to $49,999","Other race","Ph.D.","Independent",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1101174757",1.134944394369,60,"Massachusetts","Northeast","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1145162718",0.710922452758741,46,"Tennessee","South","$25,000 to $34,999","White","Some college, no degree","Republican","Donald Trump","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439719773",1.72762861246299,49,"Indiana","Midwest","$50,000 to $74,999","White","Associate's degree","Independent","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439720323",0.735884037056358,78,"Texas","South","$25,000 to $34,999","White","Some college, no degree","Republican","Donald Trump","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439720587",0.721222440143689,22,"North Carolina","South","Less than $25,000","White","Some college, no degree","Independent","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1144417686",0.59302385498398,36,"New York","Northeast","$35,000 to $49,999","White","Graduate or professional degree","Democrat",NA,"A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1147353622",0.721222440143689,31,"Alabama","South","Less than $25,000","White","High school graduate (includes equivalency)","Independent",NA,"A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439720458",0.830006637822764,58,"Oregon","West","Less than $25,000","White","Ph.D.","Democrat","Hillary Clinton","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"C1439720208",0.640962672048247,38,"Colorado","West","$35,000 to $49,999","White","Ph.D.","Independent","Hillary Clinton","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"C1439721273",3.2646111239259,68,"Texas","South","$75,000 to $99,999","Other race","Ph.D.","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1076592123",1.7564593888015,67,"Ohio","Midwest","$25,000 to $34,999","Black or African American","Graduate or professional degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147277964",0.647538448540507,31,"Tennessee","South","$35,000 to $49,999","White","Some college, no degree","Independent",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1146749068",0.719067396589376,61,"Oregon","West","$25,000 to $34,999","White","Associate's degree","Independent",NA,"A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1146774156",0.635276804824806,32,"Idaho","West","$25,000 to $34,999","White","Associate's degree","Democrat",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1044758436",0.692236577301749,67,"Massachusetts","Northeast","$25,000 to $34,999","White","Graduate or professional degree","Independent","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439721851",0.830006637822764,57,"California","West","Less than $25,000","White","Associate's degree","Democrat","Jill Stein","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1144471428",0.856062529354088,33,"Florida","South","$35,000 to $49,999","White","Graduate or professional degree","Republican","Donald Trump","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"C1439721752",0.650133856715106,30,"Texas","South","$25,000 to $34,999","White","Some college, no degree","Democrat","Jill Stein","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1028077218",0.630970840518837,58,"New Jersey","Northeast","$50,000 to $74,999","White","Ph.D.","Independent","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439719164",2.00941074849727,20,"California","West","Less than $25,000","Black or African American","Some college, no degree","Democrat","Hillary Clinton","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1141929412",0.762636662671286,69,"South Carolina","South","$35,000 to $49,999","White","Ph.D.","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1144829380",1.41725303329869,27,"Texas","South","Less than $25,000","Other race","Associate's degree","Democrat",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439720378",1.70623111621004,102,"Indiana","Midwest","Less than $25,000","Other race","Less than high school","Independent","Donald Trump","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"C1439719886",0.816348933972144,65,"Florida","South","Less than $25,000","White","Some college, no degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1146530448",0.635276804824806,24,"California","West","$25,000 to $34,999","White","Graduate or professional degree","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147334250",0.6520319425082,33,"Pennsylvania","Northeast","Less than $25,000","White","High school graduate (includes equivalency)","Democrat","Hillary Clinton","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439721630",0.59302385498398,37,"New York","Northeast","$35,000 to $49,999","White","Ph.D.","Democrat","Hillary Clinton","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"C1439722012",1.95151217028091,29,"Texas","South","Less than $25,000","White","High school graduate (includes equivalency)","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1001432539",0.732946304425445,69,"Texas","South","$35,000 to $49,999","White","Ph.D.","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439722536",0.595400762431603,52,"Pennsylvania","Northeast","$25,000 to $34,999","White","Ph.D.","Democrat","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1145682591",1.68222333206759,19,"Texas","South","$35,000 to $49,999","Other race","Some college, no degree","Republican",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439722631",0.655952697822906,40,"Maryland","South","$35,000 to $49,999","White","Associate's degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439722581",1.07976634310186,47,"Georgia","South","$75,000 to $99,999","White","Ph.D.","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1438685780",0.849417785205719,68,"Oklahoma","South","Less than $25,000","White","Ph.D.","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1145709300",0.630291416450789,18,"Indiana","Midwest","$50,000 to $74,999","Other race","Some college, no degree","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439723184",0.765693397654372,60,"Florida","South","$25,000 to $34,999","White","Graduate or professional degree","Republican","Donald Trump","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"C1439723874",1.75915787290038,19,"Texas","South","$25,000 to $34,999","White","High school graduate (includes equivalency)","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439720917",0.630970840518837,57,"New York","Northeast","$50,000 to $74,999","White","Ph.D.","Democrat","Hillary Clinton","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"C1439723850",0.697680181084948,38,"Wisconsin","Midwest","$35,000 to $49,999","White","Graduate or professional degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1138802722",0.732946304425445,62,"Alabama","South","$35,000 to $49,999","White","Some college, no degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1125201934",1.77490272304195,46,"Florida","South","$35,000 to $49,999","Other race","Some college, no degree","Democrat",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1146243562",0.635276804824806,25,"Utah","West","$25,000 to $34,999","White","Ph.D.","Republican","Gary Johnson","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1142670618",0.762636662671286,59,"Georgia","South","$35,000 to $49,999","White","Some college, no degree","Independent",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439724189",0.748195544829893,60,"Utah","West","$25,000 to $34,999","White","Associate's degree","Independent","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1146882909",1.71895707497091,26,"Utah","West","$25,000 to $34,999","Other race","Ph.D.","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1001178581",1.22669094257698,58,"Utah","West","$75,000 to $99,999","White","Associate's degree","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1143408911",0.859493725897957,30,"Texas","South","$25,000 to $34,999","White","Ph.D.","Independent","Gary Johnson","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147333552",0.976178924781396,50,"Pennsylvania","Northeast","$75,000 to $99,999","White","Graduate or professional degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1142226761",0.632740707688276,34,"California","West","$35,000 to $49,999","White","Graduate or professional degree","Democrat","Hillary Clinton","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439723275",1.09075965043091,64,"Pennsylvania","Northeast","$75,000 to $99,999","White","Ph.D.","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439725167",0.694676241826144,39,"Arizona","West","$25,000 to $34,999","White","Associate's degree","Independent","Hillary Clinton","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"C1439725050",0.782696236992401,73,"Indiana","Midwest","$25,000 to $34,999","White","Some college, no degree","Democrat",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439724940",0.630970840518837,56,"Connecticut","Northeast","$50,000 to $74,999","White","Some college, no degree","Republican","Donald Trump","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1144416720",0.592594380984969,34,"Maryland","South","$50,000 to $74,999","White","Graduate or professional degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1136511143",0.814401877001315,66,"Indiana","Midwest","$25,000 to $34,999","White","Bachelor's degree","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439725401",0.721222440143689,18,"West Virginia","South","Less than $25,000","White","Some college, no degree","Democrat",NA,"A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1146867609",1.28325595005508,78,"Illinois","Midwest","$75,000 to $99,999","White","Graduate or professional degree","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1126978082",0.692236577301749,65,"Pennsylvania","Northeast","$25,000 to $34,999","White","Some college, no degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1038025380",0.909608597062637,74,"Kentucky","South","$25,000 to $34,999","Other race","Graduate or professional degree","Independent","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1146495976",2.27250558598861,32,"California","West","$25,000 to $34,999","Black or African American","Ph.D.","Democrat",NA,"A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1007398479",0.691903015392675,51,"California","West","$35,000 to $49,999","White","Graduate or professional degree","Independent","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1132633009",1.91645722777057,22,"New York","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1143261839",0.773936143489965,27,"New Jersey","Northeast","$35,000 to $49,999","White","Graduate or professional degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439725118",0.692236577301749,84,"New Jersey","Northeast","$25,000 to $34,999","White","Some college, no degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1118033197",0.642720084739216,54,"Pennsylvania","Northeast","$25,000 to $34,999","White","Graduate or professional degree","Independent","Jill Stein","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1138759486",0.640154273184131,51,"Massachusetts","Northeast","$35,000 to $49,999","White","Graduate or professional degree","Independent",NA,"A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1144680789",0.63848155421099,35,"Illinois","Midwest","$50,000 to $74,999","White","Some college, no degree","Democrat","Hillary Clinton","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"C1439726746",1.64481488098419,66,"North Carolina","South","$35,000 to $49,999","Black or African American","Some college, no degree","Democrat",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147258154",0.579052238275037,30,"Arizona","West","$50,000 to $74,999","White","Ph.D.","Republican","Donald Trump","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"C1439724090",0.642720084739216,51,"Vermont","Northeast","$25,000 to $34,999","White","Graduate or professional degree","Democrat","Hillary Clinton","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1055878789",0.732946304425445,69,"North Carolina","South","$35,000 to $49,999","White","Associate's degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439157093",0.753128133858077,54,"Indiana","Midwest","$35,000 to $49,999","White","Ph.D.","Democrat",NA,"A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439720766",0.868279792083356,69,"Ohio","Midwest","Less than $25,000","White","Some college, no degree","Republican","Donald Trump","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1138297922",0.6520319425082,24,"New York","Northeast","Less than $25,000","White","Some college, no degree","Democrat",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439727104",0.849417785205719,58,"North Carolina","South","Less than $25,000","White","Some college, no degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439727340",0.762636662671286,88,"Virginia","South","$35,000 to $49,999","White","Ph.D.","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1146469540",2.76911451325053,34,"Texas","South","$75,000 to $99,999","Other race","Ph.D.","Democrat",NA,"A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439726129",1.33523837857433,58,"Illinois","Midwest","$75,000 to $99,999","White","Graduate or professional degree","Republican","Donald Trump","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1133109312",2.11982246287929,28,"Virginia","South","$50,000 to $74,999","White","Associate's degree","Democrat",NA,"A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1147353611",0.70474085084175,22,"Arizona","West","Less than $25,000","Other race","Associate's degree","Republican","Donald Trump","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"C1439728000",1.01412858010191,32,"Wisconsin","Midwest","Less than $25,000","White","Some college, no degree","Republican",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1123891982",0.697680181084948,51,"Wisconsin","Midwest","$35,000 to $49,999","White","Some college, no degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1096864127",0.691491182806157,23,"Indiana","Midwest","$25,000 to $34,999","White","Associate's degree","Independent",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1439728034",0.833261508120751,20,"Missouri","Midwest","$50,000 to $74,999","White","Associate's degree","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
